2008-02-25 00:20:14 HallBedroomDoor HallBedroomDoor ON None
2008-02-25 09:33:41 HallBedroomDoor HallBedroomDoor ON GoToBed
2008-02-25 09:33:47 HallBedroomDoor HallBedroomDoor ON GoToBed
2008-02-25 09:36:43 HallToiletDoor HallToiletDoor ON None
2008-02-25 09:37:20 HallBathroomDoor HallBathroomDoor ON UseToilet
2008-02-25 09:37:51 ToiletFlush ToiletFlush ON UseToilet
2008-02-25 09:37:55 ToiletFlush ToiletFlush ON UseToilet
2008-02-25 09:37:58 HallBathroomDoor HallBathroomDoor ON UseToilet
2008-02-25 09:49:27 PlatesCupboard PlatesCupboard ON PrepareBreakfast
2008-02-25 09:49:31 PlatesCupboard PlatesCupboard ON PrepareBreakfast
2008-02-25 09:49:39 Fridge Fridge ON PrepareBreakfast
2008-02-25 09:49:53 Fridge Fridge ON PrepareBreakfast
2008-02-25 09:49:58 Microwave Microwave ON PrepareBreakfast
2008-02-25 09:50:39 GroceriesCupboard GroceriesCupboard ON PrepareBreakfast
2008-02-25 09:52:11 Microwave Microwave ON PrepareBreakfast
2008-02-25 09:53:22 GroceriesCupboard GroceriesCupboard ON PrepareBreakfast
2008-02-25 09:57:24 Dishwasher Dishwasher ON None
2008-02-25 09:57:45 PlatesCupboard PlatesCupboard ON None
2008-02-25 09:58:33 PansCupboard PansCupboard ON None
2008-02-25 09:59:17 CupsCupboard CupsCupboard ON None
2008-02-25 10:00:00 PlatesCupboard PlatesCupboard ON None
2008-02-25 10:02:31 HallToiletDoor HallToiletDoor ON TakeShower
2008-02-25 10:10:15 HallToiletDoor HallToiletDoor ON TakeShower
2008-02-25 10:10:20 HallToiletDoor HallToiletDoor ON TakeShower
2008-02-25 10:19:28 Frontdoor Frontdoor ON LeaveHouse
2008-02-25 16:54:37 Frontdoor Frontdoor ON LeaveHouse
2008-02-25 16:59:04 Fridge Fridge ON None
2008-02-25 16:59:14 GroceriesCupboard GroceriesCupboard ON None
2008-02-25 16:59:48 Fridge Fridge ON None
2008-02-25 17:00:33 HallBathroomDoor HallBathroomDoor ON UseToilet
2008-02-25 17:01:22 ToiletFlush ToiletFlush ON UseToilet
2008-02-25 17:01:28 HallBathroomDoor HallBathroomDoor ON UseToilet
2008-02-25 17:17:39 PansCupboard PansCupboard ON None
2008-02-25 17:17:43 PansCupboard PansCupboard ON None
2008-02-25 17:17:49 PansCupboard PansCupboard ON None
2008-02-25 17:19:38 Frontdoor Frontdoor ON None
2008-02-25 17:22:48 PansCupboard PansCupboard ON None
2008-02-25 17:55:01 Fridge Fridge ON GetDrink
2008-02-25 17:55:06 Fridge Fridge ON GetDrink
2008-02-25 17:55:08 CupsCupboard CupsCupboard ON GetDrink
2008-02-25 17:55:12 CupsCupboard CupsCupboard ON GetDrink
2008-02-25 17:55:15 CupsCupboard CupsCupboard ON GetDrink
2008-02-25 17:55:27 Fridge Fridge ON GetDrink
2008-02-25 17:55:42 Fridge Fridge ON GetDrink
2008-02-25 18:31:58 HallBathroomDoor HallBathroomDoor ON UseToilet
2008-02-25 18:32:08 HallBathroomDoor HallBathroomDoor ON UseToilet
2008-02-25 18:33:05 ToiletFlush ToiletFlush ON UseToilet
2008-02-25 18:33:33 HallBathroomDoor HallBathroomDoor ON UseToilet
2008-02-25 19:21:34 HallBedroomDoor HallBedroomDoor ON None
2008-02-25 19:21:39 HallBedroomDoor HallBedroomDoor ON None
2008-02-25 19:36:17 CupsCupboard CupsCupboard ON None
2008-02-25 19:40:27 GroceriesCupboard GroceriesCupboard ON PrepareDinner
2008-02-25 19:40:47 Fridge Fridge ON PrepareDinner
2008-02-25 19:41:00 Fridge Fridge ON PrepareDinner
2008-02-25 19:41:03 Fridge Fridge ON PrepareDinner
2008-02-25 19:41:09 Fridge Fridge ON PrepareDinner
