2008-02-25 00:20:14 HallBedroomDoor HallBedroomDoor_1 ON None
2008-02-25 09:33:41 HallBedroomDoor HallBedroomDoor_19 ON GoToBed
2008-02-25 09:33:47 HallBedroomDoor HallBedroomDoor_19 ON GoToBed
2008-02-25 09:36:43 HallToiletDoor HallToiletDoor_19 ON None
2008-02-25 09:37:20 HallBathroomDoor HallBathroomDoor_19 ON UseToilet
2008-02-25 09:37:51 ToiletFlush ToiletFlush_19 ON UseToilet
2008-02-25 09:37:55 ToiletFlush ToiletFlush_19 ON UseToilet
2008-02-25 09:37:58 HallBathroomDoor HallBathroomDoor_19 ON UseToilet
2008-02-25 09:49:27 PlatesCupboard PlatesCupboard_20 ON PrepareBreakfast
2008-02-25 09:49:31 PlatesCupboard PlatesCupboard_20 ON PrepareBreakfast
2008-02-25 09:49:39 Fridge Fridge_20 ON PrepareBreakfast
2008-02-25 09:49:53 Fridge Fridge_20 ON PrepareBreakfast
2008-02-25 09:49:58 Microwave Microwave_20 ON PrepareBreakfast
2008-02-25 09:50:39 GroceriesCupboard GroceriesCupboard_20 ON PrepareBreakfast
2008-02-25 09:52:11 Microwave Microwave_20 ON PrepareBreakfast
2008-02-25 09:53:22 GroceriesCupboard GroceriesCupboard_20 ON PrepareBreakfast
2008-02-25 09:57:24 Dishwasher Dishwasher_20 ON None
2008-02-25 09:57:45 PlatesCupboard PlatesCupboard_20 ON None
2008-02-25 09:58:33 PansCupboard PansCupboard_20 ON None
2008-02-25 09:59:17 CupsCupboard CupsCupboard_20 ON None
2008-02-25 10:00:00 PlatesCupboard PlatesCupboard_20 ON None
2008-02-25 10:02:31 HallToiletDoor HallToiletDoor_20 ON TakeShower
2008-02-25 10:10:15 HallToiletDoor HallToiletDoor_20 ON TakeShower
2008-02-25 10:10:20 HallToiletDoor HallToiletDoor_20 ON TakeShower
2008-02-25 10:19:28 Frontdoor Frontdoor_21 ON LeaveHouse
2008-02-25 16:54:37 Frontdoor Frontdoor_34 ON LeaveHouse
2008-02-25 16:59:04 Fridge Fridge_34 ON None
2008-02-25 16:59:14 GroceriesCupboard GroceriesCupboard_34 ON None
2008-02-25 16:59:48 Fridge Fridge_34 ON None
2008-02-25 17:00:33 HallBathroomDoor HallBathroomDoor_34 ON UseToilet
2008-02-25 17:01:22 ToiletFlush ToiletFlush_34 ON UseToilet
2008-02-25 17:01:28 HallBathroomDoor HallBathroomDoor_34 ON UseToilet
2008-02-25 17:17:39 PansCupboard PansCupboard_35 ON None
2008-02-25 17:17:43 PansCupboard PansCupboard_35 ON None
2008-02-25 17:17:49 PansCupboard PansCupboard_35 ON None
2008-02-25 17:19:38 Frontdoor Frontdoor_35 ON None
2008-02-25 17:22:48 PansCupboard PansCupboard_35 ON None
2008-02-25 17:55:01 Fridge Fridge_36 ON GetDrink
2008-02-25 17:55:06 Fridge Fridge_36 ON GetDrink
2008-02-25 17:55:08 CupsCupboard CupsCupboard_36 ON GetDrink
2008-02-25 17:55:12 CupsCupboard CupsCupboard_36 ON GetDrink
2008-02-25 17:55:15 CupsCupboard CupsCupboard_36 ON GetDrink
2008-02-25 17:55:27 Fridge Fridge_36 ON GetDrink
2008-02-25 17:55:42 Fridge Fridge_36 ON GetDrink
